LocationType,Location,Children in Immigrant Families,TimeFrame,DataFormat,Data
State,Pennsylvania,Children in U.S.-born families,2010,Currency,60000
State,Pennsylvania,Children in immigrant families,2008,Currency,63100
State,Pennsylvania,Children in U.S.-born families,2008,Currency,61300
State,Pennsylvania,Children in immigrant families,2013,Currency,57700
State,Pennsylvania,Children in U.S.-born families,2013,Currency,64700
State,Pennsylvania,Children in U.S.-born families,2001-2003,Currency,50500
State,Pennsylvania,Children in immigrant families,2001-2003,Currency,55700
State,Pennsylvania,Children in immigrant families,2002-2004,Currency,58600
State,Pennsylvania,Children in U.S.-born families,2002-2004,Currency,51200
State,Pennsylvania,Children in immigrant families,2000-2002,Currency,55200
State,Pennsylvania,Children in U.S.-born families,2000-2002,Currency,50500
State,Pennsylvania,Children in immigrant families,2007,Currency,61000
State,Pennsylvania,Children in U.S.-born families,2007,Currency,60000
State,Pennsylvania,Children in U.S.-born families,2006,Currency,57400
State,Pennsylvania,Children in immigrant families,2006,Currency,58800
State,Pennsylvania,Children in immigrant families,2005,Currency,56000
State,Pennsylvania,Children in U.S.-born families,2005,Currency,55600
State,Rhode Island,Children in immigrant families,2005,Currency,47200
State,Rhode Island,Children in U.S.-born families,2005,Currency,66400
State,Rhode Island,Children in U.S.-born families,2006,Currency,65300
State,Rhode Island,Children in immigrant families,2006,Currency,44900
State,Rhode Island,Children in immigrant families,2007,Currency,42900
State,Rhode Island,Children in U.S.-born families,2007,Currency,77800
State,Rhode Island,Children in U.S.-born families,2000-2002,Currency,56800
State,Rhode Island,Children in immigrant families,2000-2002,Currency,41800
State,Rhode Island,Children in U.S.-born families,2002-2004,Currency,59500
State,Rhode Island,Children in immigrant families,2002-2004,Currency,44900
State,Rhode Island,Children in U.S.-born families,2001-2003,Currency,58800
State,Rhode Island,Children in immigrant families,2001-2003,Currency,42000
State,Rhode Island,Children in immigrant families,2013,Currency,42600
State,Rhode Island,Children in U.S.-born families,2013,Currency,71300
State,Rhode Island,Children in immigrant families,2008,Currency,50100
State,Rhode Island,Children in U.S.-born families,2008,Currency,72700
State,Rhode Island,Children in immigrant families,2010,Currency,39900
State,Rhode Island,Children in U.S.-born families,2010,Currency,71300
State,Rhode Island,Children in immigrant families,2015,Currency,54600
State,Rhode Island,Children in U.S.-born families,2015,Currency,75100
State,Rhode Island,Children in immigrant families,2018,Currency,54100
State,Rhode Island,Children in U.S.-born families,2018,Currency,87000
State,Rhode Island,Children in immigrant families,2009,Currency,49400
State,Rhode Island,Children in U.S.-born families,2009,Currency,71600
State,Rhode Island,Children in immigrant families,2011,Currency,45600
State,Rhode Island,Children in U.S.-born families,2011,Currency,69400
State,Rhode Island,Children in immigrant families,2012,Currency,49400
State,Rhode Island,Children in U.S.-born families,2012,Currency,71600
State,Rhode Island,Children in immigrant families,2017,Currency,56600
State,Rhode Island,Children in U.S.-born families,2017,Currency,92500
State,Rhode Island,Children in immigrant families,2014,Currency,44000
State,Rhode Island,Children in U.S.-born families,2014,Currency,71100
State,Rhode Island,Children in immigrant families,2016,Currency,55700
State,Rhode Island,Children in U.S.-born families,2016,Currency,80400
State,Rhode Island,Children in immigrant families,2019,Currency,71500
State,Rhode Island,Children in U.S.-born families,2019,Currency,83500
State,Rhode Island,Children in immigrant families,2021,Currency,70600
State,Rhode Island,Children in U.S.-born families,2021,Currency,101400
State,South Carolina,Children in immigrant families,2021,Currency,58000
State,South Carolina,Children in U.S.-born families,2021,Currency,70200
State,South Carolina,Children in immigrant families,2019,Currency,65900
State,South Carolina,Children in U.S.-born families,2019,Currency,64000
State,South Carolina,Children in immigrant families,2016,Currency,42800
State,South Carolina,Children in U.S.-born families,2016,Currency,56000
State,South Carolina,Children in immigrant families,2014,Currency,36800
State,South Carolina,Children in U.S.-born families,2014,Currency,50000
State,South Carolina,Children in immigrant families,2017,Currency,48500
State,South Carolina,Children in U.S.-born families,2017,Currency,55800
State,South Carolina,Children in immigrant families,2012,Currency,42100
State,South Carolina,Children in U.S.-born families,2012,Currency,46600
State,South Carolina,Children in immigrant families,2011,Currency,34500
State,South Carolina,Children in U.S.-born families,2011,Currency,46300
State,South Carolina,Children in immigrant families,2009,Currency,41100
State,South Carolina,Children in U.S.-born families,2009,Currency,46200
State,South Carolina,Children in immigrant families,2018,Currency,56300
State,South Carolina,Children in U.S.-born families,2018,Currency,60800
State,South Carolina,Children in immigrant families,2015,Currency,44400
State,South Carolina,Children in U.S.-born families,2015,Currency,52500
State,South Carolina,Children in immigrant families,2010,Currency,38800
State,South Carolina,Children in U.S.-born families,2010,Currency,46700
State,South Carolina,Children in immigrant families,2008,Currency,49900
State,South Carolina,Children in U.S.-born families,2008,Currency,50800
State,South Carolina,Children in immigrant families,2013,Currency,40400
State,South Carolina,Children in U.S.-born families,2013,Currency,48400
State,South Carolina,Children in U.S.-born families,2001-2003,Currency,42000
State,South Carolina,Children in immigrant families,2001-2003,Currency,45600
State,South Carolina,Children in immigrant families,2002-2004,Currency,48800
State,South Carolina,Children in U.S.-born families,2002-2004,Currency,42000
State,South Carolina,Children in immigrant families,2000-2002,Currency,45700
State,South Carolina,Children in U.S.-born families,2000-2002,Currency,41900
State,South Carolina,Children in immigrant families,2007,Currency,44100
State,South Carolina,Children in U.S.-born families,2007,Currency,49400
State,South Carolina,Children in U.S.-born families,2006,Currency,45600
State,South Carolina,Children in immigrant families,2006,Currency,48200
State,South Carolina,Children in immigrant families,2005,Currency,45600
State,South Carolina,Children in U.S.-born families,2005,Currency,44800
State,South Dakota,Children in immigrant families,2005,Currency,44900
State,South Dakota,Children in U.S.-born families,2005,Currency,50300
State,South Dakota,Children in U.S.-born families,2006,Currency,52400
State,South Dakota,Children in immigrant families,2006,Currency,55800
State,South Dakota,Children in immigrant families,2007,Currency,65400
State,South Dakota,Children in U.S.-born families,2007,Currency,50300
State,South Dakota,Children in U.S.-born families,2000-2002,Currency,45100
State,South Dakota,Children in immigrant families,2000-2002,Currency,43700
State,South Dakota,Children in immigrant families,2001-2003,Currency,40700
State,South Dakota,Children in U.S.-born families,2001-2003,Currency,45400
State,South Dakota,Children in U.S.-born families,2002-2004,Currency,47000
State,South Dakota,Children in immigrant families,2002-2004,Currency,37400
State,South Dakota,Children in immigrant families,2013,Currency,43100
State,South Dakota,Children in U.S.-born families,2013,Currency,58000
State,South Dakota,Children in immigrant families,2008,Currency,50100
State,South Dakota,Children in U.S.-born families,2008,Currency,56800
State,South Dakota,Children in immigrant families,2010,Currency,51200
State,South Dakota,Children in U.S.-born families,2010,Currency,55900
State,South Dakota,Children in immigrant families,2015,Currency,49300
State,South Dakota,Children in U.S.-born families,2015,Currency,65600
State,South Dakota,Children in immigrant families,2018,Currency,65900
State,South Dakota,Children in U.S.-born families,2018,Currency,70200
State,South Dakota,Children in immigrant families,2009,Currency,45600
State,South Dakota,Children in U.S.-born families,2009,Currency,57600
State,South Dakota,Children in immigrant families,2011,Currency,35500
State,South Dakota,Children in U.S.-born families,2011,Currency,58000
State,South Dakota,Children in immigrant families,2012,Currency,46500
State,South Dakota,Children in U.S.-born families,2012,Currency,57700
State,South Dakota,Children in immigrant families,2017,Currency,60900
State,South Dakota,Children in U.S.-born families,2017,Currency,71800
State,South Dakota,Children in immigrant families,2014,Currency,56800
State,South Dakota,Children in U.S.-born families,2014,Currency,62500
State,South Dakota,Children in immigrant families,2016,Currency,52500
State,South Dakota,Children in U.S.-born families,2016,Currency,70800
State,South Dakota,Children in immigrant families,2019,Currency,55900
State,South Dakota,Children in U.S.-born families,2019,Currency,74800
State,South Dakota,Children in immigrant families,2021,Currency,72000
State,South Dakota,Children in U.S.-born families,2021,Currency,83500
State,Tennessee,Children in immigrant families,2021,Currency,61500
State,Tennessee,Children in U.S.-born families,2021,Currency,72200
State,Tennessee,Children in immigrant families,2016,Currency,47600
State,Tennessee,Children in U.S.-born families,2016,Currency,55800
State,Tennessee,Children in immigrant families,2014,Currency,37200
State,Tennessee,Children in U.S.-born families,2014,Currency,50400
State,Tennessee,Children in immigrant families,2017,Currency,41600
State,Tennessee,Children in U.S.-born families,2017,Currency,60800
State,Tennessee,Children in immigrant families,2019,Currency,58100
State,Tennessee,Children in U.S.-born families,2019,Currency,65700
State,Tennessee,Children in immigrant families,2011,Currency,42200
State,Tennessee,Children in U.S.-born families,2011,Currency,48100
State,Tennessee,Children in immigrant families,2012,Currency,40200
State,Tennessee,Children in U.S.-born families,2012,Currency,50400
State,Tennessee,Children in immigrant families,2009,Currency,40600
State,Tennessee,Children in U.S.-born families,2009,Currency,48600
State,Tennessee,Children in immigrant families,2018,Currency,49700
State,Tennessee,Children in U.S.-born families,2018,Currency,60800
State,Tennessee,Children in immigrant families,2015,Currency,40000
State,Tennessee,Children in U.S.-born families,2015,Currency,52300
State,Tennessee,Children in immigrant families,2010,Currency,36900
State,Tennessee,Children in U.S.-born families,2010,Currency,46500
State,Tennessee,Children in immigrant families,2008,Currency,41400
State,Tennessee,Children in U.S.-born families,2008,Currency,50400
State,Tennessee,Children in immigrant families,2013,Currency,37000
State,Tennessee,Children in U.S.-born families,2013,Currency,50600
State,Tennessee,Children in immigrant families,2002-2004,Currency,44000
State,Tennessee,Children in immigrant families,2001-2003,Currency,42000
State,Tennessee,Children in U.S.-born families,2001-2003,Currency,42400
State,Tennessee,Children in U.S.-born families,2002-2004,Currency,44400
State,Tennessee,Children in immigrant families,2000-2002,Currency,40700
State,Tennessee,Children in U.S.-born families,2000-2002,Currency,41700
State,Tennessee,Children in immigrant families,2007,Currency,46800
State,Tennessee,Children in U.S.-born families,2007,Currency,47300
State,Tennessee,Children in U.S.-born families,2006,Currency,45300
State,Tennessee,Children in immigrant families,2006,Currency,40500
State,Tennessee,Children in immigrant families,2005,Currency,46400
State,Tennessee,Children in U.S.-born families,2005,Currency,45400
State,Texas,Children in immigrant families,2005,Currency,33000
State,Texas,Children in U.S.-born families,2005,Currency,51000
State,Texas,Children in U.S.-born families,2006,Currency,52900
State,Texas,Children in immigrant families,2006,Currency,34400
State,Texas,Children in immigrant families,2007,Currency,36500
State,Texas,Children in U.S.-born families,2007,Currency,55900
State,Texas,Children in U.S.-born families,2000-2002,Currency,49000
State,Texas,Children in immigrant families,2000-2002,Currency,33300
State,Texas,Children in U.S.-born families,2001-2003,Currency,49000
State,Texas,Children in immigrant families,2001-2003,Currency,32000
State,Texas,Children in U.S.-born families,2002-2004,Currency,49500
State,Texas,Children in immigrant families,2002-2004,Currency,31900
State,Texas,Children in immigrant families,2013,Currency,41400
State,Texas,Children in U.S.-born families,2013,Currency,60600
State,Texas,Children in immigrant families,2008,Currency,39000
State,Texas,Children in U.S.-born families,2008,Currency,58900
State,Texas,Children in immigrant families,2010,Currency,36600
State,Texas,Children in U.S.-born families,2010,Currency,55200
State,Texas,Children in immigrant families,2015,Currency,44800
State,Texas,Children in U.S.-born families,2015,Currency,65500
State,Texas,Children in immigrant families,2018,Currency,51700
State,Texas,Children in U.S.-born families,2018,Currency,71700
State,Texas,Children in immigrant families,2009,Currency,37000
State,Texas,Children in U.S.-born families,2009,Currency,56400
State,Texas,Children in immigrant families,2012,Currency,39900
State,Texas,Children in U.S.-born families,2012,Currency,59400
State,Texas,Children in immigrant families,2011,Currency,37500
State,Texas,Children in U.S.-born families,2011,Currency,57700
State,Texas,Children in immigrant families,2019,Currency,55800
State,Texas,Children in U.S.-born families,2019,Currency,76600
State,Texas,Children in immigrant families,2017,Currency,50300
State,Texas,Children in U.S.-born families,2017,Currency,70300
State,Texas,Children in immigrant families,2014,Currency,42200
State,Texas,Children in U.S.-born families,2014,Currency,62600
State,Texas,Children in immigrant families,2016,Currency,46800
State,Texas,Children in U.S.-born families,2016,Currency,66700
State,Texas,Children in immigrant families,2021,Currency,63800
State,Texas,Children in U.S.-born families,2021,Currency,79300
State,Utah,Children in immigrant families,2021,Currency,74900
State,Utah,Children in U.S.-born families,2021,Currency,100800
State,Utah,Children in immigrant families,2016,Currency,54700
State,Utah,Children in U.S.-born families,2016,Currency,80600
State,Utah,Children in immigrant families,2014,Currency,51800
State,Utah,Children in U.S.-born families,2014,Currency,74200
State,Utah,Children in immigrant families,2019,Currency,69300
State,Utah,Children in U.S.-born families,2019,Currency,91800
State,Utah,Children in immigrant families,2017,Currency,57200
State,Utah,Children in U.S.-born families,2017,Currency,84900
State,Utah,Children in immigrant families,2011,Currency,45400
State,Utah,Children in U.S.-born families,2011,Currency,68100
State,Utah,Children in immigrant families,2012,Currency,39000
State,Utah,Children in U.S.-born families,2012,Currency,68000
State,Utah,Children in immigrant families,2009,Currency,47500
State,Utah,Children in U.S.-born families,2009,Currency,66800
State,Utah,Children in immigrant families,2018,Currency,61900
State,Utah,Children in U.S.-born families,2018,Currency,90400
State,Utah,Children in immigrant families,2015,Currency,52300
State,Utah,Children in U.S.-born families,2015,Currency,77200
State,Utah,Children in immigrant families,2010,Currency,45000
State,Utah,Children in U.S.-born families,2010,Currency,64300
State,Utah,Children in immigrant families,2008,Currency,45700
State,Utah,Children in U.S.-born families,2008,Currency,69300
State,Utah,Children in immigrant families,2013,Currency,50400
State,Utah,Children in U.S.-born families,2013,Currency,71700
State,Utah,Children in immigrant families,2002-2004,Currency,41200
State,Utah,Children in U.S.-born families,2002-2004,Currency,52600
State,Utah,Children in U.S.-born families,2001-2003,Currency,53500
State,Utah,Children in immigrant families,2001-2003,Currency,40300
State,Utah,Children in immigrant families,2000-2002,Currency,39700
State,Utah,Children in U.S.-born families,2000-2002,Currency,53700
State,Utah,Children in immigrant families,2007,Currency,46400
State,Utah,Children in U.S.-born families,2007,Currency,65900
State,Utah,Children in U.S.-born families,2006,Currency,61600
State,Utah,Children in immigrant families,2006,Currency,41700
State,Utah,Children in immigrant families,2005,Currency,39100
State,Utah,Children in U.S.-born families,2005,Currency,55300
State,Vermont,Children in immigrant families,2005,Currency,73200
State,Vermont,Children in U.S.-born families,2005,Currency,55800
State,Vermont,Children in U.S.-born families,2006,Currency,56000
State,Vermont,Children in immigrant families,2006,Currency,80300
State,Vermont,Children in immigrant families,2007,Currency,65500
State,Vermont,Children in U.S.-born families,2007,Currency,55700
State,Vermont,Children in U.S.-born families,2000-2002,Currency,49100
State,Vermont,Children in immigrant families,2000-2002,Currency,67800
State,Vermont,Children in U.S.-born families,2001-2003,Currency,50100
State,Vermont,Children in U.S.-born families,2002-2004,Currency,52200
State,Vermont,Children in immigrant families,2002-2004,Currency,67000
State,Vermont,Children in immigrant families,2001-2003,Currency,66100
State,Vermont,Children in immigrant families,2013,Currency,82000
State,Vermont,Children in U.S.-born families,2013,Currency,65200
State,Vermont,Children in immigrant families,2008,Currency,72100
State,Vermont,Children in U.S.-born families,2008,Currency,60200
State,Vermont,Children in immigrant families,2010,Currency,80500
State,Vermont,Children in U.S.-born families,2010,Currency,60300
State,Vermont,Children in immigrant families,2015,Currency,67500
State,Vermont,Children in U.S.-born families,2015,Currency,71100
State,Vermont,Children in immigrant families,2018,Currency,94000
State,Vermont,Children in U.S.-born families,2018,Currency,78000
State,Vermont,Children in immigrant families,2009,Currency,65700
State,Vermont,Children in U.S.-born families,2009,Currency,61600
State,Vermont,Children in immigrant families,2012,Currency,81100
State,Vermont,Children in U.S.-born families,2012,Currency,59800
State,Vermont,Children in immigrant families,2011,Currency,75600
State,Vermont,Children in U.S.-born families,2011,Currency,60500
State,Vermont,Children in immigrant families,2019,Currency,74000
State,Vermont,Children in U.S.-born families,2019,Currency,83200
State,Vermont,Children in immigrant families,2017,Currency,66600
State,Vermont,Children in U.S.-born families,2017,Currency,68400
State,Vermont,Children in immigrant families,2014,Currency,77000
State,Vermont,Children in U.S.-born families,2014,Currency,65300
State,Vermont,Children in immigrant families,2016,Currency,82000
State,Vermont,Children in U.S.-born families,2016,Currency,73500
State,Vermont,Children in immigrant families,2021,Currency,101600
State,Vermont,Children in U.S.-born families,2021,Currency,87900
State,Virginia,Children in immigrant families,2021,Currency,101700
State,Virginia,Children in U.S.-born families,2021,Currency,99600
State,Virginia,Children in immigrant families,2016,Currency,78700
State,Virginia,Children in U.S.-born families,2016,Currency,81600
State,Virginia,Children in immigrant families,2014,Currency,71900
State,Virginia,Children in U.S.-born families,2014,Currency,75400
State,Virginia,Children in immigrant families,2019,Currency,89100
State,Virginia,Children in U.S.-born families,2019,Currency,91800
State,Virginia,Children in immigrant families,2017,Currency,85200
State,Virginia,Children in U.S.-born families,2017,Currency,83400
State,Virginia,Children in immigrant families,2011,Currency,74200
State,Virginia,Children in U.S.-born families,2011,Currency,71200
State,Virginia,Children in immigrant families,2012,Currency,70200
State,Virginia,Children in U.S.-born families,2012,Currency,71600
State,Virginia,Children in immigrant families,2009,Currency,74500
State,Virginia,Children in U.S.-born families,2009,Currency,68000
State,Virginia,Children in immigrant families,2018,Currency,86500
State,Virginia,Children in U.S.-born families,2018,Currency,86500
State,Virginia,Children in immigrant families,2015,Currency,80200
State,Virginia,Children in U.S.-born families,2015,Currency,75800
State,Virginia,Children in immigrant families,2010,Currency,72300
State,Virginia,Children in U.S.-born families,2010,Currency,70400
State,Virginia,Children in immigrant families,2008,Currency,72900
State,Virginia,Children in U.S.-born families,2008,Currency,68700
State,Virginia,Children in immigrant families,2013,Currency,73400
State,Virginia,Children in U.S.-born families,2013,Currency,71500
State,Virginia,Children in U.S.-born families,2001-2003,Currency,55500
State,Virginia,Children in immigrant families,2002-2004,Currency,58900
State,Virginia,Children in U.S.-born families,2002-2004,Currency,56400
State,Virginia,Children in immigrant families,2001-2003,Currency,59000
State,Virginia,Children in immigrant families,2000-2002,Currency,57800
State,Virginia,Children in U.S.-born families,2000-2002,Currency,54700
State,Virginia,Children in immigrant families,2007,Currency,73900
State,Virginia,Children in U.S.-born families,2007,Currency,66400
State,Virginia,Children in U.S.-born families,2006,Currency,62400
State,Virginia,Children in immigrant families,2006,Currency,70200
State,Virginia,Children in immigrant families,2005,Currency,69300
State,Virginia,Children in U.S.-born families,2005,Currency,61800
State,Washington,Children in immigrant families,2005,Currency,45600
State,Washington,Children in U.S.-born families,2005,Currency,59400
State,Washington,Children in U.S.-born families,2006,Currency,61900
State,Washington,Children in immigrant families,2006,Currency,47600
State,Washington,Children in immigrant families,2007,Currency,50000
State,Washington,Children in U.S.-born families,2007,Currency,65200
State,Washington,Children in U.S.-born families,2000-2002,Currency,54500
State,Washington,Children in immigrant families,2000-2002,Currency,43700
State,Washington,Children in U.S.-born families,2002-2004,Currency,53800
State,Washington,Children in immigrant families,2002-2004,Currency,48000
State,Washington,Children in U.S.-born families,2001-2003,Currency,53700
State,Washington,Children in immigrant families,2001-2003,Currency,45400
State,Washington,Children in immigrant families,2013,Currency,51900
State,Washington,Children in U.S.-born families,2013,Currency,70500
State,Washington,Children in immigrant families,2008,Currency,55400
State,Washington,Children in U.S.-born families,2008,Currency,68500
State,Washington,Children in immigrant families,2010,Currency,50400
State,Washington,Children in U.S.-born families,2010,Currency,65900
State,Washington,Children in immigrant families,2015,Currency,60500
State,Washington,Children in U.S.-born families,2015,Currency,73200
State,Washington,Children in immigrant families,2018,Currency,73800
State,Washington,Children in U.S.-born families,2018,Currency,87700
State,Washington,Children in immigrant families,2009,Currency,51200
State,Washington,Children in U.S.-born families,2009,Currency,66100
State,Washington,Children in immigrant families,2012,Currency,51800
State,Washington,Children in U.S.-born families,2012,Currency,68400
State,Washington,Children in immigrant families,2011,Currency,49900
State,Washington,Children in U.S.-born families,2011,Currency,65600
State,Washington,Children in immigrant families,2017,Currency,69900
State,Washington,Children in U.S.-born families,2017,Currency,83000
State,Washington,Children in immigrant families,2019,Currency,80700
State,Washington,Children in U.S.-born families,2019,Currency,92200
State,Washington,Children in immigrant families,2014,Currency,56400
State,Washington,Children in U.S.-born families,2014,Currency,71300
State,Washington,Children in immigrant families,2016,Currency,66500
State,Washington,Children in U.S.-born families,2016,Currency,80700
State,Washington,Children in immigrant families,2021,Currency,87200
State,Washington,Children in U.S.-born families,2021,Currency,100800
State,West Virginia,Children in immigrant families,2021,Currency,79100
State,West Virginia,Children in U.S.-born families,2021,Currency,61500
State,West Virginia,Children in immigrant families,2016,Currency,85000
State,West Virginia,Children in U.S.-born families,2016,Currency,51700
State,West Virginia,Children in immigrant families,2014,Currency,69400
State,West Virginia,Children in U.S.-born families,2014,Currency,50200
State,West Virginia,Children in immigrant families,2019,Currency,55600
State,West Virginia,Children in U.S.-born families,2019,Currency,57200
State,West Virginia,Children in immigrant families,2017,Currency,62300
State,West Virginia,Children in U.S.-born families,2017,Currency,51000
State,West Virginia,Children in immigrant families,2011,Currency,74000
State,West Virginia,Children in U.S.-born families,2011,Currency,49200
State,West Virginia,Children in immigrant families,2012,Currency,73100
State,West Virginia,Children in U.S.-born families,2012,Currency,48400
State,West Virginia,Children in immigrant families,2009,Currency,71000
State,West Virginia,Children in U.S.-born families,2009,Currency,46600
State,West Virginia,Children in immigrant families,2018,Currency,63700
State,West Virginia,Children in U.S.-born families,2018,Currency,54600
State,West Virginia,Children in immigrant families,2015,Currency,68700
State,West Virginia,Children in U.S.-born families,2015,Currency,50900
State,West Virginia,Children in immigrant families,2010,Currency,49700
State,West Virginia,Children in U.S.-born families,2010,Currency,45900
State,West Virginia,Children in immigrant families,2008,Currency,76900
State,West Virginia,Children in U.S.-born families,2008,Currency,46100
State,West Virginia,Children in immigrant families,2013,Currency,61000
State,West Virginia,Children in U.S.-born families,2013,Currency,49500
State,West Virginia,Children in U.S.-born families,2001-2003,Currency,36300
State,West Virginia,Children in immigrant families,2001-2003,Currency,62300
State,West Virginia,Children in immigrant families,2002-2004,Currency,67300
State,West Virginia,Children in U.S.-born families,2002-2004,Currency,36800
State,West Virginia,Children in immigrant families,2000-2002,Currency,64600
State,West Virginia,Children in U.S.-born families,2000-2002,Currency,36100
State,West Virginia,Children in immigrant families,2007,Currency,75800
State,West Virginia,Children in U.S.-born families,2007,Currency,44000
State,West Virginia,Children in U.S.-born families,2006,Currency,41200
State,West Virginia,Children in immigrant families,2006,Currency,69300
State,West Virginia,Children in immigrant families,2005,Currency,49100
State,West Virginia,Children in U.S.-born families,2005,Currency,40500
State,Wisconsin,Children in immigrant families,2005,Currency,48300
State,Wisconsin,Children in U.S.-born families,2005,Currency,58600
State,Wisconsin,Children in U.S.-born families,2006,Currency,60200
State,Wisconsin,Children in immigrant families,2006,Currency,46000
State,Wisconsin,Children in immigrant families,2007,Currency,55900
State,Wisconsin,Children in U.S.-born families,2007,Currency,61800
State,Wisconsin,Children in U.S.-born families,2000-2002,Currency,52800
State,Wisconsin,Children in immigrant families,2000-2002,Currency,45200
State,Wisconsin,Children in U.S.-born families,2002-2004,Currency,55000
State,Wisconsin,Children in U.S.-born families,2001-2003,Currency,53000
State,Wisconsin,Children in immigrant families,2002-2004,Currency,48700
State,Wisconsin,Children in immigrant families,2001-2003,Currency,45600
State,Wisconsin,Children in immigrant families,2013,Currency,47200
State,Wisconsin,Children in U.S.-born families,2013,Currency,65200
State,Wisconsin,Children in immigrant families,2008,Currency,52400
State,Wisconsin,Children in U.S.-born families,2008,Currency,64700
State,Wisconsin,Children in immigrant families,2010,Currency,47400
State,Wisconsin,Children in U.S.-born families,2010,Currency,59800
State,Wisconsin,Children in immigrant families,2015,Currency,52000
State,Wisconsin,Children in U.S.-born families,2015,Currency,71500
State,Wisconsin,Children in immigrant families,2018,Currency,61800
State,Wisconsin,Children in U.S.-born families,2018,Currency,78400
State,Wisconsin,Children in immigrant families,2009,Currency,55700
State,Wisconsin,Children in U.S.-born families,2009,Currency,61300
State,Wisconsin,Children in immigrant families,2012,Currency,46700
State,Wisconsin,Children in U.S.-born families,2012,Currency,64600
State,Wisconsin,Children in immigrant families,2011,Currency,53200
State,Wisconsin,Children in U.S.-born families,2011,Currency,62300
State,Wisconsin,Children in immigrant families,2017,Currency,59900
State,Wisconsin,Children in U.S.-born families,2017,Currency,76200
State,Wisconsin,Children in immigrant families,2019,Currency,65600
State,Wisconsin,Children in U.S.-born families,2019,Currency,82800
State,Wisconsin,Children in immigrant families,2016,Currency,61100
State,Wisconsin,Children in U.S.-born families,2016,Currency,74800
State,Wisconsin,Children in immigrant families,2014,Currency,51100
State,Wisconsin,Children in U.S.-born families,2014,Currency,66400
State,Wisconsin,Children in immigrant families,2021,Currency,74900
State,Wisconsin,Children in U.S.-born families,2021,Currency,87100
State,Wyoming,Children in immigrant families,2021,Currency,71800
State,Wyoming,Children in U.S.-born families,2021,Currency,83800
State,Wyoming,Children in immigrant families,2016,Currency,70000
State,Wyoming,Children in U.S.-born families,2016,Currency,78800
State,Wyoming,Children in immigrant families,2014,Currency,51800
State,Wyoming,Children in U.S.-born families,2014,Currency,76500
State,Wyoming,Children in immigrant families,2019,Currency,76400
State,Wyoming,Children in U.S.-born families,2019,Currency,81200
State,Wyoming,Children in immigrant families,2017,Currency,65000
State,Wyoming,Children in U.S.-born families,2017,Currency,73900
State,Wyoming,Children in immigrant families,2011,Currency,35200
State,Wyoming,Children in U.S.-born families,2011,Currency,66900
State,Wyoming,Children in immigrant families,2012,Currency,54500
State,Wyoming,Children in U.S.-born families,2012,Currency,62400
State,Wyoming,Children in immigrant families,2009,Currency,39200
State,Wyoming,Children in U.S.-born families,2009,Currency,64000
State,Wyoming,Children in immigrant families,2018,Currency,49100
State,Wyoming,Children in U.S.-born families,2018,Currency,78500
State,Wyoming,Children in immigrant families,2015,Currency,45600
State,Wyoming,Children in U.S.-born families,2015,Currency,74400
State,Wyoming,Children in immigrant families,2010,Currency,51200
State,Wyoming,Children in U.S.-born families,2010,Currency,60300
State,Wyoming,Children in immigrant families,2008,Currency,60600
State,Wyoming,Children in U.S.-born families,2008,Currency,62900
State,Wyoming,Children in immigrant families,2013,Currency,51900
State,Wyoming,Children in U.S.-born families,2013,Currency,74800
State,Wyoming,Children in U.S.-born families,2001-2003,Currency,48700
State,Wyoming,Children in immigrant families,2002-2004,Currency,45300
State,Wyoming,Children in immigrant families,2001-2003,Currency,43400
State,Wyoming,Children in U.S.-born families,2002-2004,Currency,50500
State,Wyoming,Children in immigrant families,2000-2002,Currency,37900
State,Wyoming,Children in U.S.-born families,2000-2002,Currency,47900
State,Wyoming,Children in immigrant families,2007,Currency,49600
State,Wyoming,Children in U.S.-born families,2007,Currency,61400
State,Wyoming,Children in U.S.-born families,2006,Currency,54800
State,Wyoming,Children in immigrant families,2006,Currency,59300
State,Wyoming,Children in immigrant families,2005,Currency,36700
State,Wyoming,Children in U.S.-born families,2005,Currency,54100
Territory,Puerto Rico,Children in immigrant families,2005,Currency,27700
Territory,Puerto Rico,Children in U.S.-born families,2005,Currency,19600
Territory,Puerto Rico,Children in U.S.-born families,2006,Currency,17500
Territory,Puerto Rico,Children in immigrant families,2006,Currency,26300
Territory,Puerto Rico,Children in immigrant families,2007,Currency,24200
Territory,Puerto Rico,Children in U.S.-born families,2007,Currency,18200
Territory,Puerto Rico,Children in U.S.-born families,2000-2002,Currency,N.A.
Territory,Puerto Rico,Children in immigrant families,2000-2002,Currency,N.A.
Territory,Puerto Rico,Children in immigrant families,2001-2003,Currency,N.A.
Territory,Puerto Rico,Children in U.S.-born families,2001-2003,Currency,N.A.
Territory,Puerto Rico,Children in U.S.-born families,2002-2004,Currency,N.A.
Territory,Puerto Rico,Children in immigrant families,2002-2004,Currency,N.A.
Territory,Puerto Rico,Children in immigrant families,2008,Currency,23900
Territory,Puerto Rico,Children in U.S.-born families,2008,Currency,18300
Territory,Puerto Rico,Children in immigrant families,2013,Currency,20500
Territory,Puerto Rico,Children in U.S.-born families,2013,Currency,19300
Territory,Puerto Rico,Children in immigrant families,2010,Currency,22300
Territory,Puerto Rico,Children in U.S.-born families,2010,Currency,17800
Territory,Puerto Rico,Children in immigrant families,2015,Currency,23200
Territory,Puerto Rico,Children in U.S.-born families,2015,Currency,17800
